id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6369,"Rooftop terrace room ,  ensuite bathroom",13660,Simon,Chamartín,Hispanoamérica,40.45724,-3.67688,Private room,77,3,99,2022-07-08,0.65,1,56,19,
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40.40381,-3.7413,Private room,31,4,33,2018-07-15,0.34,2,255,0,
24805,Gran Via Studio Madrid,346366726,Alvaro,Centro,Universidad,40.42183,-3.70529,Entire home/apt,92,5,24,2022-08-25,0.25,1,80,12,
26825,Single Room whith private Bathroom,114340,Agustina,Arganzuela,Legazpi,40.38975,-3.69018,Private room,26,2,166,2022-09-04,1.10,1,339,17,
30320,Great Vacational Apartments,130907,Dana,Centro,Sol,40.41476,-3.70418,Entire home/apt,120,5,171,2021-10-09,1.15,3,353,1,
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40.41676,-3.70682,Private room,49,2,475,2022-09-07,3.74,1,271,65,
30478,Nice little room @ La Latina,130502,Patricia,Centro,Embajadores,40.40949,-3.70477,Private room,20,6,6,2021-07-31,0.05,1,287,0,
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40.41259,-3.70105,Entire home/apt,54,3,8,2017-05-30,0.09,1,0,0,
40718,COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA,34217435,Luis,Centro,Justicia,40.41969,-3.69736,Entire home/apt,84,2,127,2022-07-18,0.86,10,293,9,
40916,Holiday Apartment Madrid Center,130907,Dana,Centro,Universidad,40.42247,-3.70577,Entire home/apt,90,5,49,2021-12-11,0.34,3,314,1,
47957,"Amazing Apartment, Salamanca Distri",218515,Sergio,Salamanca,Goya,40.42792,-3.67682,Entire home/apt,82,10,58,2022-08-28,0.41,2,1,3,
371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,Palacio,40.41944,-3.70945,Entire home/apt,85,2,100,2022-05-06,0.79,1,103,21,
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40.41884,-3.69655,Private room,49,1,136,2022-07-08,2.57,2,343,42,
70073,Adorable Apartment Malasaña-Gran Via,353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,85,28,28,2022-07-25,0.21,4,301,9,
375472,Host family in the center of Madrid,1888816,Margarita,Arganzuela,Acacias,40.40334,-3.70254,Private room,29,6,148,2021-11-09,1.21,4,0,1,
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,66,28,26,2022-07-11,0.19,4,275,4,
74352,Cozy apartment in the coolest  neighbourhood,391014,Juan,Centro,Embajadores,40.40864,-3.70884,Entire home/apt,80,8,5,2019-08-04,0.08,1,223,0,
82481,"Retiro Park, Stay at cosy studio",448981,Mercedes,Salamanca,Recoletos,40.42342,-3.68123,Entire home/apt,63,3,108,2017-11-29,0.78,1,0,0,
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40.41115,-3.69673,Entire home/apt,41,10,24,2022-08-06,0.23,3,269,4,
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40.40866,-3.70374,Entire home/apt,60,7,187,2021-09-29,1.35,1,6,2,VT2922
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,Embajadores,40.40939,-3.69812,Entire home/apt,183,3,168,2022-08-19,1.23,4,160,15,VT-3974
396532,"Apart. 25mts from Gran Via,exterior",1981346,Daniel,Centro,Sol,40.41959,-3.70373,Entire home/apt,108,2,119,2020-02-16,0.95,1,337,0,
397778,PUERTA DEL SOL VI - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41506,-3.7029,Entire home/apt,92,3,51,2022-08-22,0.45,60,296,10,VT- 553
89954,Amazing apt in the historic center,487095,Beatriz,Centro,Palacio,40.41358,-3.71353,Entire home/apt,114,2,213,2022-08-21,1.56,1,7,4,VT 3441
398450,a special place with special views,2150362,Nuria,Centro,Universidad,40.42771,-3.71029,Entire home/apt,62,3,272,2022-08-31,2.15,1,255,36,
93100,*** MALASAÑA B&B ***,499977,Charo,Centro,Universidad,40.42378,-3.70248,Private room,32,1,718,2022-08-31,5.19,2,308,69,
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.4149,-3.70331,Entire home/apt,98,3,176,2022-08-12,1.52,60,301,27,vt- 523
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40.50044,-3.67032,Entire home/apt,60,2,3,2016-06-24,0.04,1,0,0,
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Universidad,40.42552,-3.70589,Entire home/apt,98,3,64,2022-08-18,0.69,60,312,13,VT-552
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40.43422,-3.64196,Private room,21,3,0,,,1,53,0,
103541,CENTRAL AND COMFORT APTO. W/PARKING,361930,Maria,Chamberí,Almagro,40.43815,-3.69764,Entire home/apt,80,2,236,2022-09-10,1.73,5,231,38,
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Lista,40.42978,-3.67817,Private room,27,3,146,2022-08-06,1.15,1,177,17,
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,Palacio,40.41281,-3.70749,Entire home/apt,80,3,59,2022-09-03,0.49,60,270,21,VT-691
114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,Rios Rosas,40.4382,-3.69389,Entire home/apt,75,2,130,2022-09-04,0.98,5,255,11,
415967,LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40827,-3.70049,Entire home/apt,83,2,152,2018-11-25,1.20,1,55,0,
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40.41143,-3.70912,Private room,39,1,249,2022-09-06,1.85,5,347,45,
420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,Universidad,40.42738,-3.70635,Entire home/apt,59,1,696,2022-08-27,5.56,3,237,44,VT 7436
123864,LOVELY STUDIO IN OLD TOWN-A/C-WIFI,605612,Ulises,Centro,Embajadores,40.41001,-3.70704,Entire home/apt,46,1,604,2022-09-04,4.43,5,107,60,
132428,Habitacion en Anton Martin,650803,Jose Luis,Centro,Embajadores,40.41012,-3.69709,Private room,33,3,130,2022-07-24,2.02,1,352,25,
427407,study sol-atocha I,2106353,Reyes,Centro,Embajadores,40.41155,-3.70146,Entire home/apt,93,2,12,2022-07-09,0.10,2,300,5,
429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Chamberí,Arapiles,40.43028,-3.70732,Entire home/apt,151,3,199,2022-06-28,1.60,2,201,18,VT-2555
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40.35761,-3.69723,Private room,23,1,95,2022-08-08,0.70,1,324,23,
429604,sol-atocha II study,2106353,Reyes,Centro,Cortes,40.4135,-3.70145,Entire home/apt,93,2,3,2022-06-27,0.03,2,309,1,
146568,Habitacion en casa con Piscina,708731,Eneko,Arganzuela,Acacias,40.40282,-3.70515,Private room,40,1,2,2016-10-31,0.03,1,364,0,
449218,"Central, fully equipped, best price",2230279,Marina,Centro,Justicia,40.42849,-3.70183,Entire home/apt,52,3,327,2022-08-23,2.60,1,288,37,
150123,LOFT ELOISA,723539,Eloisa,Centro,Embajadores,40.40639,-3.70048,Entire home/apt,240,3,26,2022-04-03,0.34,9,0,2,VT-
153798,Apartamento a 20 min del aeropuerto! Y del centro.,739627,Isabel,Hortaleza,Canillas,40.46088,-3.64679,Entire home/apt,250,3,8,2022-02-26,0.20,2,285,1,
451174,Large single room in Madrid´s trending Almagro,2240898,Alejandro,Chamberí,Almagro,40.434551,-3.698387,Private room,40,3,17,2022-08-04,0.32,1,67,12,
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39032,-3.71382,Private room,30,2,7,2020-10-24,0.11,1,0,0,
163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,Trafalgar,40.43765,-3.70408,Entire home/apt,65,90,8,2019-03-17,0.06,1,42,0,
459303,GRAN VIA - l - CENTRAL & BRIGHT,1408525,Mad4Rent,Centro,Universidad,40.42548,-3.7042,Entire home/apt,98,3,50,2022-09-08,0.52,60,312,23,VT- 556
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41592,-3.70177,Entire home/apt,105,3,74,2022-09-07,0.76,60,16,23,VT-555
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40.45575,-3.64912,Private room,75,1,36,2022-06-26,0.29,2,360,13,
460898,Wide and nice apartment in Madrid,2290984,Artur,Fuencarral - El Pardo,La Paz,40.48503,-3.69858,Private room,15,30,0,,,1,0,0,
170750,2-bedroom attic & rooftop terrace,814490,Rafael,Centro,Universidad,40.42386,-3.70489,Entire home/apt,91,90,190,2018-12-09,1.43,2,280,0,
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Palacio,40.40869,-3.71073,Entire home/apt,121,2,122,2022-09-05,0.97,1,270,47,VT-11049
177523,¡Staycation! Cozy studio Fuencarral - City center,596469,Gabriel Avalos,Centro,Universidad,40.42876,-3.70379,Entire home/apt,169,1,24,2022-08-01,0.18,26,365,7,
463246,Lovely Apartment Madrid Center,2302267,Carmen,Centro,Palacio,40.41419,-3.71113,Entire home/apt,36,3,18,2022-01-12,0.21,1,0,4,VT-18
196197,Views of San Andres Baroque from a Central Madrid Apartment,852616,Meyling,Centro,Palacio,40.41235,-3.70967,Entire home/apt,87,3,335,2022-07-24,2.50,2,282,35,
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Universidad,40.42123,-3.70133,Entire home/apt,33,30,279,2022-08-11,2.23,1,243,7,
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40.41319,-3.7024,Private room,80,3,154,2022-07-12,1.15,1,109,5,
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Palacio,40.41941,-3.70823,Entire home/apt,94,3,56,2022-07-09,0.57,60,242,6,VT-524
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40.43201,-3.68358,Entire home/apt,286,14,0,,,1,365,0,33866
470132,❤Quiet & Comfortable apartment downtown,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,Entire home/apt,76,4,41,2022-07-12,0.33,1,213,3,VT-297
205199,Tafari Gran Via,1008659,Nuria,Centro,Universidad,40.42116,-3.70384,Entire home/apt,78,30,299,2022-08-01,2.23,2,333,27,VT-121
471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40.42359,-3.70537,Entire home/apt,109,3,49,2022-06-25,0.51,60,310,6,VT-549
209373,Attic in the Heart of Madrid-WIFI,1031664,José,Centro,Embajadores,40.41126,-3.70347,Private room,50,7,38,2021-07-12,0.29,1,228,0,
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41628,-3.70364,Entire home/apt,99,3,157,2022-06-18,1.30,60,299,8,VT-532
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40.45959,-3.64699,Private room,60,2,149,2022-09-11,1.13,1,318,26,
473112,LUXURY DUPLEX CENTER A/A-WIFI,2346162,Carlos,Centro,Justicia,40.42349,-3.70024,Entire home/apt,129,19,60,2022-07-31,0.48,1,208,2,
217674,PLAZA MAYOR XVIc. PENTHOUSE DUPLEX ROOFTOP TERRACE,1732442,Anouk,Centro,Sol,40.41538,-3.70741,Entire home/apt,264,3,257,2022-09-04,1.95,5,332,37,
479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,Rosas,40.43202,-3.60353,Private room,64,3,17,2021-12-09,0.14,1,89,3,
482122,TRAFALGAR - CITY - SPACE & LIGHT,1408525,Mad4Rent,Chamberí,Trafalgar,40.43271,-3.70156,Entire home/apt,98,3,16,2022-06-20,0.17,60,284,7,vt- 319
219303,*** Malasaña B&B exterior***,499977,Charo,Centro,Universidad,40.42377,-3.70241,Private room,30,1,224,2022-08-07,1.69,2,304,37,
491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,Universidad,40.42885,-3.70479,Entire home/apt,96,30,17,2022-07-08,0.14,1,266,6,VT-8441
225462,Bright silent room in the center,1174648,Rebeca,Centro,Cortes,40.41366,-3.69788,Private room,36,2,177,2022-09-10,1.36,1,309,28,
497706,Peaceful apartment in Madrid Centre,2456671,José & María,Retiro,Jerónimos,40.40808,-3.68338,Entire home/apt,60,1,220,2022-01-26,1.81,3,0,6,VT-7721
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40.43595,-3.70706,Private room,25,25,31,2020-03-07,0.26,3,0,0,
499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41234,-3.70186,Entire home/apt,117,4,193,2022-09-11,1.64,1,245,30,VT-2176
229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,Embajadores,40.4078,-3.70085,Entire home/apt,69,3,516,2022-08-25,3.88,3,317,21,
502918,Cozy room in penthouse in Madrid's heart,2480913,Elvira,Centro,Cortes,40.41155,-3.69492,Private room,60,3,114,2022-09-04,1.47,1,292,28,
256004,ARCO TOLEDO - CUCHILLEROS ST. CASA BALCONIES,1732442,Anouk,Centro,Sol,40.41428,-3.70767,Entire home/apt,131,3,148,2022-08-28,1.16,5,359,2,VT-519
506956,Precioso  apartamento  céntrico,1932547,Nieves,Ciudad Lineal,Concepción,40.44117,-3.64841,Entire home/apt,87,1,481,2022-09-03,5.99,1,65,55,
260656,Quiet duplex apartment in Lavapiés,1367452,Javier,Centro,Embajadores,40.40743,-3.70114,Entire home/apt,91,14,37,2022-01-02,0.29,1,273,1,
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42323,-3.70434,Entire home/apt,84,15,24,2022-07-23,0.19,4,270,1,VT-8051
260951,"Spectacular Loft ""A"" Ifema  Madrid",1351865,Angela Y Jaime,Hortaleza,Valdefuentes,40.47189,-3.62966,Entire home/apt,120,5,136,2021-05-21,1.08,2,0,0,
261878,GREAT STUDIO! BEST REVIEWS! CENTRAL,1373873,Al,Centro,Universidad,40.42269,-3.70378,Entire home/apt,115,2,542,2022-09-04,4.11,1,145,54,
510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,Ruben,Centro,Cortes,40.41412,-3.70057,Private room,69,2,9,2022-05-23,0.14,1,356,5,
514917,"Nice room, nice flat",83531,Abdel,Latina,Puerta del Angel,40.40445,-3.7398,Private room,31,4,27,2018-07-27,0.23,2,254,0,
263748,"LOFT ""C"" modern design loft IFEMA",1351865,Angela Y Jaime,Hortaleza,Valdefuentes,40.47142,-3.62881,Entire home/apt,120,3,118,2022-05-29,0.96,2,154,6,
268275,Madrid center with balconies,1406073,Jose Antonio,Centro,Embajadores,40.412682,-3.702548,Entire home/apt,89,3,62,2022-07-03,0.48,1,229,5,VT-1874
515008,LOVELY ROOM & NEAR METROPOLITANO STADIUM,2536524,Marina Y Danna,San Blas - Canillejas,Arcos,40.42297,-3.61193,Private room,33,15,28,2022-07-14,0.23,6,322,5,
518208,LOVELY ORANGE ROOM & NEAR METROPOLITANO STADIUM,2536524,Marina Y Danna,San Blas - Canillejas,Arcos,40.42756,-3.61577,Private room,32,15,20,2022-08-08,0.17,6,298,2,
272279,WELCOME HOME! EL RASTRO flea market,1425071,Enrique,Centro,Embajadores,40.4093,-3.70884,Entire home/apt,105,5,175,2022-08-15,1.35,4,65,11,
518511,"Central, cheery, light, historic",1150912,Andrew,Centro,Embajadores,40.41012,-3.70484,Private room,40,2,7,2018-06-29,0.07,1,254,0,
280733,★City Center - Gran Via Apartment,596469,Gabriel Avalos,Centro,Universidad,40.42457,-3.70802,Entire home/apt,190,1,43,2022-06-09,0.38,26,336,6,
521367,Penthouse with terrace in SOL,2564339,Alfonso & Guillermo,Centro,Sol,40.4154,-3.70255,Entire home/apt,172,3,141,2022-07-20,1.16,17,5,17,VT-00383
281224,Central and cosy flat in  Ópera Royal Palace!,1466005,Pe,Centro,Palacio,40.41685,-3.70882,Entire home/apt,147,2,129,2022-07-11,1.77,1,365,19,
524003,NEXT TO PLAZA MAYOR STATELY BUILDNG,2576044,Angel,Centro,Embajadores,40.41327,-3.70223,Private room,73,2,447,2022-08-22,3.69,1,259,67,
526162,Single room in shared flat. Central,2249249,David,Retiro,Pacífico,40.4057,-3.67605,Private room,19,2,1,2012-08-04,0.01,1,0,0,
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40.42683,-3.71108,Private room,30,1,11,2014-11-08,0.09,2,0,0,
526513,Sol.  Your home in Madrid´s Heart,1134989,Óscar,Centro,Sol,40.41604,-3.70834,Entire home/apt,95,2,634,2022-09-06,5.08,1,113,92,VT-2803
289555,Casa Museo del Prado-Private room.,901218,Myrko,Centro,Cortes,40.41758,-3.69631,Private room,73,1,177,2022-09-10,1.61,44,318,5,
531677,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.42286,-3.70236,Private room,41,3,569,2022-07-30,4.69,1,72,40,
294520,Centro de Madrid Gran Habitación,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,50,3,37,2022-06-19,0.40,4,352,12,
536574,Junior Rent,447969,Javier,Arganzuela,Delicias,40.39317,-3.69358,Entire home/apt,70,3,3,2015-10-14,0.03,1,0,0,
294529,Centro de Madrid. Room 3,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,37,2,78,2022-07-11,0.60,4,350,23,
297017,Charming Prado Luxury,4677030,Jaime,Centro,Cortes,40.41414,-3.69419,Entire home/apt,243,3,69,2021-12-22,0.85,6,0,5,
537234,Single Naranja en casa de artista,2638528,Miguel,Arganzuela,Palos de Moguer,40.40108,-3.69113,Private room,21,1,24,2021-07-16,0.19,2,253,0,
310333,"Central, cute & Art Apartment",1596220,Paloma,Centro,Embajadores,40.40908,-3.69514,Entire home/apt,85,4,137,2022-07-24,1.12,1,300,22,VT-160
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40.39516,-3.69309,Entire home/apt,123,3,90,2022-09-10,1.55,5,54,32,
540937,MELROSEPIES apartment  A/C City Centre Free WIFI,2659070,Ana,Centro,Embajadores,40.40954,-3.70096,Entire home/apt,58,2,279,2022-09-07,2.25,3,138,17,VT-8720
336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,Justicia,40.42242,-3.69562,Entire home/apt,65,5,49,2022-07-31,0.39,1,42,3,
541406,Enjoy madrid with all your family,2661721,Tony,Ciudad Lineal,Costillares,40.46905,-3.66637,Entire home/apt,300,5,0,,,1,0,0,
336869,Direct to Plaza Mayor!,6365055,Ana & Ricardo,Centro,Sol,40.41593,-3.70602,Private room,103,2,105,2018-10-09,0.83,12,0,0,
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,Hispanoamérica,40.45841,-3.67598,Private room,26,3,59,2022-07-12,0.52,2,241,19,
337292,Principe de Vergara. Homey Room,1714866,Francisco,Chamartín,Ciudad Jardín,40.44663,-3.67625,Private room,35,2,7,2017-04-18,0.06,1,0,0,
548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.419,-3.67774,Entire home/apt,94,7,158,2022-08-14,1.31,1,214,10,VT-3072
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40.42838,-3.70345,Entire home/apt,80,14,133,2022-07-07,1.05,2,289,7,
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40.41285,-3.69553,Entire home/apt,95,3,174,2022-05-01,1.38,1,176,14,VT-6570
552183,Nice apartment. historic center Mad,2713304,Belén,Centro,Cortes,40.41309,-3.69775,Private room,45,3,310,2022-09-09,2.50,1,316,47,
560941,In Salamanca - Serrano Apartment,596469,Gabriel Avalos,Salamanca,Recoletos,40.42297,-3.69095,Entire home/apt,212,5,28,2021-12-08,0.26,26,354,3,
341939,Self-catering Apartment in Madrid,1694537,Miguel Angel & Iaia,Centro,Embajadores,40.41037,-3.70018,Entire home/apt,51,25,172,2022-08-27,1.34,1,231,4,
565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40683,-3.69932,Entire home/apt,54,3,194,2022-09-04,1.95,1,111,11,VT-8490
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40.41015,-3.69797,Entire home/apt,87,5,35,2022-06-27,0.28,2,320,3,
568190,"Rooms to rent to students,tourists",2795931,Pilar,Latina,Puerta del Angel,40.41016,-3.72863,Private room,20,2,195,2019-03-07,1.65,1,0,0,
342557,Berlin's Park at your window. Parking included.,1738288,Jose Angel,Chamartín,Ciudad Jardín,40.45005,-3.67569,Private room,76,2,62,2022-07-17,0.57,1,365,8,
570158,Stanza- Carina,2347489,Jeanet,Tetuán,Cuatro Caminos,40.447,-3.70291,Private room,23,6,38,2022-04-26,0.31,1,222,3,
342670,beautiful apartament & cozy terrace,1738846,Carlos,Arganzuela,Palos de Moguer,40.40501,-3.69626,Entire home/apt,200,3,30,2019-08-15,0.25,1,178,0,
345249,CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT,1751133,The Punset Family,Tetuán,Almenara,40.47148,-3.68946,Entire home/apt,125,32,28,2019-12-15,0.24,1,346,0,VT-1896
572048,Rooms to rent in a shared flat,1689652,Alfredo,Chamberí,Trafalgar,40.42993,-3.70339,Private room,30,3,0,,,1,0,0,
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40.4249,-3.7097,Entire home/apt,70,20,38,2018-07-03,0.30,2,0,0,
576487,"House in Barajas, close to AIRPORT andIFEMA",2312712,Pilar,Barajas,Casco Histórico de Barajas,40.4739,-3.57583,Entire home/apt,88,1,496,2022-09-04,4.10,1,143,84,
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40.40988,-3.67503,Entire home/apt,100,2,172,2022-09-04,1.35,2,79,16,VUT 8713
578731,"CENTRIC, QUIET, BRIGHT APARTMENT.",2847013,Santiago,Centro,Universidad,40.42551,-3.70812,Entire home/apt,90,2,356,2022-09-09,2.89,3,304,18,VT680
684564,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,Palacio,40.41747,-3.70979,Entire home/apt,120,3,152,2022-07-09,1.39,1,0,15,
588382,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41151,-3.70257,Entire home/apt,190,2,5,2014-05-19,0.05,1,0,0,
685152,house-hotel,3494012,Farah Maria,Hortaleza,Pinar del Rey,40.4696,-3.65012,Entire home/apt,154,3,110,2022-08-28,1.39,4,279,30,
588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,Palacio,40.4158,-3.70962,Entire home/apt,250,7,63,2022-05-30,0.65,1,260,6,VT-12828
688795,PLAZA MAYOR - FELIPE III PENTH. ROOFTOP BALCONY,1732442,Anouk,Centro,Sol,40.41584,-3.70683,Entire home/apt,171,3,158,2022-08-12,1.33,5,353,29,VT-716
590710,Single/Double private room,2913511,Amparo,Usera,San Fermín,40.36725,-3.68875,Private room,41,4,63,2022-06-25,0.52,1,322,7,
689099,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,Costillares,40.47444,-3.67135,Private room,40,1,15,2017-12-22,0.12,1,0,0,
595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,Teresa,Carabanchel,Comillas,40.39523,-3.7132,Private room,24,2,19,2019-06-26,0.15,1,243,0,
691344,hab individual  en madrid,655088,Elsa,Arganzuela,Delicias,40.39992,-3.69537,Private room,29,3,102,2022-09-08,0.85,1,57,28,
692358,Amazing 11th floor with a/a for 8 people,3540348,Román,Villaverde,Los Angeles,40.36089,-3.69594,Entire home/apt,91,3,237,2022-09-04,1.98,7,67,45,VT1962
598771,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,Palos de Moguer,40.40661,-3.6952,Entire home/apt,85,3,84,2022-07-16,0.75,1,0,5,
694867,Tranquilo y cómodo apartamento en Madrid 5PAX,3540348,Román,Villaverde,Los Angeles,40.35701,-3.69643,Entire home/apt,69,3,212,2022-09-05,2.19,7,64,38,VT-2392
599134,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,Sol,40.41596,-3.70846,Entire home/apt,83,30,7,2017-12-05,0.06,1,86,0,
695909,Madrid Central Modern Apartment,3021792,Jose,Centro,Universidad,40.4256,-3.70436,Entire home/apt,139,7,215,2020-02-20,2.56,1,11,0,
599885,ALEGRE Y LUMINOSA HABITACIÓN CENTRO,2214378,Noemí,Centro,Justicia,40.42397,-3.69721,Private room,44,4,190,2022-09-04,1.54,1,46,30,
604150,El Rincón de Serrano,2990747,Raúl,Salamanca,Castellana,40.4312,-3.68502,Entire home/apt,110,30,2,2013-09-19,0.02,1,316,0,
696928,alquilo habitación,3569462,Claudia,Salamanca,Lista,40.43003,-3.67429,Shared room,70,2,71,2022-01-02,0.97,2,357,16,
604632,habitacion luminosa madrid-centro,2993477,Clara,Tetuán,Berruguete,40.457,-3.70436,Private room,30,1,53,2022-07-08,0.60,4,358,11,
697858,Cosy double room Madrid,3571619,Fernando,Tetuán,Bellas Vistas,40.45519,-3.706,Private room,35,1,47,2020-03-09,1.02,1,0,0,
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40743,-3.74293,Private room,24,4,206,2022-09-01,1.69,3,53,22,
704155,Apartment  in the center of Madrid,3606346,José,Centro,Embajadores,40.41389,-3.70461,Entire home/apt,129,1,295,2022-09-04,2.45,7,34,39,
607548,Attic with views and large Terrace,3010452,Aurora,Puente de Vallecas,San Diego,40.39366,-3.66535,Private room,45,2,3,2014-04-21,0.03,1,0,0,
709208,Apartment in the heart of Madrid,3648882,Luz,Centro,Sol,40.41697,-3.70732,Entire home/apt,82,2,615,2022-09-02,5.09,1,312,62,
608742,Central and quiet.,3017315,Cristina,Centro,Palacio,40.41744,-3.70873,Entire home/apt,79,2,538,2022-09-06,4.37,5,32,70,
710156,HB 2 AIRPORT/IFEMA,3654886,Sara,Barajas,Alameda de Osuna,40.45319,-3.592383,Private room,39,1,196,2022-07-21,1.62,2,0,17,
610675,"Beautiful attic, best location.",2174652,María,Centro,Sol,40.41769,-3.69974,Entire home/apt,70,3,7,2015-08-17,0.06,1,0,0,
616027,"Quiet room well located, Av.America",3053021,Sonia,Chamartín,Prosperidad,40.43922,-3.67574,Private room,23,1,74,2018-09-19,0.61,1,0,0,
716232,Loft near Metro - 75m2 - 5pax - 2wc,2747005,Maribel,Ciudad Lineal,Concepción,40.43756,-3.65337,Entire home/apt,85,14,28,2022-08-24,0.26,1,134,3,VT-6214
618576,Puerta del Sol - Palacio Real.,3017315,Cristina,Centro,Palacio,40.41771,-3.70925,Entire home/apt,80,2,344,2022-09-10,2.83,5,34,37,
716292,Just in the centre: Malasaña/Chueca,3691303,Paloma,Centro,Universidad,40.42616,-3.70263,Entire home/apt,89,20,83,2022-07-28,0.79,1,282,5,
